videoid,contentUrl,duration,page_dir,name
8650585,https://ak.picdn.net/shutterstock/videos/8650585/preview/stock-footage-summer-end-wheat-straw-stubble-after-harvesting-on-farm-field-agriculture-background.mp4,PT00H00M14S,127251_127300,Summer end wheat straw stubble after harvesting on farm field. agriculture background
1012432499,https://ak.picdn.net/shutterstock/videos/1012432499/preview/stock-footage-funny-yoga-text-phrase-word-video-graphic-dissolve-transition-effect-lets-yogasm-together.mp4,PT00H00M10S,008851_008900,Funny yoga text phrase word video graphic dissolve transition effect - lets yogasm together
34038376,https://ak.picdn.net/shutterstock/videos/34038376/preview/stock-footage-a-girl-makes-a-pigtail.mp4,PT00H00M05S,063651_063700,A girl makes a pigtail
1031963588,https://ak.picdn.net/shutterstock/videos/1031963588/preview/stock-footage--k-job-interview-going-badly-with-businesswoman-looking-fed-up-unhappy.mp4,PT00H00M12S,068851_068900,4k job interview going badly with businesswoman looking fed up & unhappy
3729860,https://ak.picdn.net/shutterstock/videos/3729860/preview/stock-footage-spring-tree-blooming-branches-waved-by-wind-crane-shot-hd.mp4,PT00H00M15S,071801_071850,Spring tree blooming branches waved by wind crane shot hd
3502337,https://ak.picdn.net/shutterstock/videos/3502337/preview/stock-footage-money-present-gift-box-wrapped-in-dollars-last-frames-loop.mp4,PT00H00M21S,020651_020700,"Money present.
gift box wrapped in dollars. last 300 frames loop."
1035696434,https://ak.picdn.net/shutterstock/videos/1035696434/preview/stock-footage-top-down-aerial-k-view-video-of-beauty-nature-landscape-with-beach-corals-and-sea.mp4,PT00H00M20S,001701_001750,"Top down aerial 4k view video of beauty nature landscape with beach, corals and sea"
1038497390,https://ak.picdn.net/shutterstock/videos/1038497390/preview/stock-footage-woman-plant-a-strawberry-next-to-it-a-box-with-seedlings-and-a-watering-can.mp4,PT00H00M19S,099201_099250,"Woman plant a strawberry, next to it a box with seedlings and a watering can"
21627133,https://ak.picdn.net/shutterstock/videos/21627133/preview/stock-footage-venice-santa-maria-della-salute-cathedral-grand-canal-twilight-panorama-k-italy.mp4,PT00H00M14S,139801_139850,Venice santa maria della salute cathedral grand canal twilight panorama 4k italy
1056203276,https://ak.picdn.net/shutterstock/videos/1056203276/preview/stock-footage-peaceful-blue-sea-surface-with-vibrating-water-under-bright-sky-with-beautiful-white-clouds-in.mp4,PT00H00M10S,087701_087750,"Peaceful blue sea surface with vibrating water under bright sky with beautiful white clouds in hawaii coastline, copy space"
1055482529,https://ak.picdn.net/shutterstock/videos/1055482529/preview/stock-footage-two-young-happy-girls-students-move-into-new-apartment-simple-white-background-of-urban-rent.mp4,PT00H00M26S,143301_143350,"Two young happy girls students move into new apartment. simple white background of urban rent apartment, they frame on decoration on walls, hang painting on wall"
1036742384,https://ak.picdn.net/shutterstock/videos/1036742384/preview/stock-footage-aerial-video-shooting-with-drone-of-matera-a-famous-italy-town-for-houses-of-stones-is-one-of-the.mp4,PT00H00M33S,075751_075800,"Aerial video shooting with drone of matera, a famous italy town for houses of stones, is one of the italian sites inscribed in the unesco world heritage list"
14071871,https://ak.picdn.net/shutterstock/videos/14071871/preview/stock-footage-mantas-ray-swim-in-thick-blue-sea-in-search-of-food-amazing-beautiful-underwater-world-bali.mp4,PT00H00M26S,174351_174400,"Mantas ray swim in thick blue sea in search of food. amazing, beautiful underwater world bali indonesia and  life of its inhabitants, creatures and diving, travels with them. "
16764337,https://ak.picdn.net/shutterstock/videos/16764337/preview/stock-footage-ocean-waves-beautiful-windy-and-wavy-ocean-in-hawaii-coast.mp4,PT00H00M24S,035351_035400,Ocean waves. beautiful windy and wavy ocean in hawaii coast.
12213191,https://ak.picdn.net/shutterstock/videos/12213191/preview/stock-footage-ripe-oats-masculine-hands-touch-the-ears-of-oats-the-farmer-checks-the-maturity-of-oats.mp4,PT00H00M10S,025851_025900,"Ripe oats, masculine hands touch the ears of oats, the farmer checks the maturity of oats, agriculture and rural life, the harvest of the field, farming."
