videoid,contentUrl,duration,page_dir,name
1035843998,https://ak.picdn.net/shutterstock/videos/1035843998/preview/stock-footage-aerial-shoot-of-sunset-landscape-landing-move.mp4,PT00H00M58S,136501_136550,Aerial shoot of sunset landscape landing move
1056678101,https://ak.picdn.net/shutterstock/videos/1056678101/preview/stock-footage-waist-up-handheld-camera-shot-of-female-business-coach-explaining-infographic-on-posters-attached.mp4,PT00H00M09S,135351_135400,Waist-up handheld camera shot of female business coach explaining infographic on posters attached to glass office wall while teaching employees during educational seminar
6545153,https://ak.picdn.net/shutterstock/videos/6545153/preview/stock-footage-berlin-germany-august-young-people-drive-on-bicycles-in-the-street-of-berlin-city-life.mp4,PT00H00M41S,020651_020700,"Berlin, germany - august 2013: young people drive on bicycles in the street of berlin - city life scene. steadicam shot."
26180282,https://ak.picdn.net/shutterstock/videos/26180282/preview/stock-footage-unique-beautiful-fish-on-background-of-clear-seabed-underwater-of-maldives-swimming-in-world-of.mp4,PT00H00M12S,104051_104100,Unique beautiful fish on background of clear seabed underwater of maldives. swimming in world of colorful wildlife of corals reefs. inhabitants in search of food. abyssal relax diving.
21809824,https://ak.picdn.net/shutterstock/videos/21809824/preview/stock-footage-make-up-artist-apply-blush-on-the-cheekbones-model-hd.mp4,PT00H00M13S,025851_025900,Make up artist apply blush on the cheekbones model hd
1040473151,https://ak.picdn.net/shutterstock/videos/1040473151/preview/stock-footage-happy-family-mom-and-daughter-in-the-field-at-sunset-harvesting-vegetables-teamwork-of-a-happy.mp4,PT00H00M08S,179451_179500,Happy family mom and daughter in the field at sunset harvesting vegetables. teamwork of a happy family in the field. farm family work. healthy eating concept
1039180115,https://ak.picdn.net/shutterstock/videos/1039180115/preview/stock-footage-tropical-fishes-and-coral-reef-underwater-footage-seascape-under-water-camiguin-philippines.mp4,PT00H00M12S,046501_046550,"Tropical fishes and coral reef, underwater footage. seascape under water. camiguin, philippines. underwater world. fishes in corals."
27381274,https://ak.picdn.net/shutterstock/videos/27381274/preview/stock-footage-blooming-red-tulips-on-a-blue-sky-background-closeup-of-tulips-swaying-in-the-wind.mp4,PT00H00M16S,080301_080350,"Blooming red tulips on a blue sky background, closeup of tulips swaying in the wind."
1050855481,https://ak.picdn.net/shutterstock/videos/1050855481/preview/stock-footage-blue-sky-with-clouds-and-moving-sun-bright-cartoon-sky-animated-background-flat-animation.mp4,PT00H00M06S,124801_124850,Blue sky with clouds and moving sun. bright cartoon sky animated background. flat animation.
1009389179,https://ak.picdn.net/shutterstock/videos/1009389179/preview/stock-footage-singapore-january-marina-one-an-award-winning-integrated-development-is-set-to-usher.mp4,PT00H00M44S,040151_040200,"Singapore - january 17 2018: marina one, an award winning integrated development, is set to usher in a new concept of living, working and entertaining at the heart of singapore's vibrant new cbd"
339769,https://ak.picdn.net/shutterstock/videos/339769/preview/stock-footage-sunrise.mp4,PT00H00M15S,100901_100950,Sunrise
4310951,https://ak.picdn.net/shutterstock/videos/4310951/preview/stock-footage-people-walking-in-a-park-de-focused-right-to-left.mp4,PT00H00M11S,197701_197750,People walking in a park de-focused right to left.
27395491,https://ak.picdn.net/shutterstock/videos/27395491/preview/stock-footage-paris-france-january-sunset-sun-galeries-lafayette-cityscape-palais-garnier-rooftop.mp4,PT00H00M07S,023151_023200,"Paris, france - january 2017: sunset sun galeries lafayette cityscape palais garnier rooftop panorama 4k time lapse circa december 2017 paris, france."
19780459,https://ak.picdn.net/shutterstock/videos/19780459/preview/stock-footage-apple-blossom-pink-color-swinging-in-the-wind-spring-morning.mp4,PT00H00M34S,094751_094800,Apple blossom pink color swinging in the wind spring morning
1006757278,https://ak.picdn.net/shutterstock/videos/1006757278/preview/stock-footage-time-lapse-in-the-foreground-is-a-rocky-shore-in-the-middle-ground-for-carrying-the-melted-ice.mp4,PT00H00M11S,119001_119050,"Time lapse in the foreground is a rocky shore, in the middle ground for carrying the melted ice, beautiful clouds in the sky"
1034896985,https://ak.picdn.net/shutterstock/videos/1034896985/preview/stock-footage-colorful-and-wooden-beehives-in-countryside-poland-in-summer.mp4,PT00H00M11S,016201_016250,"Colorful and wooden beehives in countryside, poland in summer"
2630876,https://ak.picdn.net/shutterstock/videos/2630876/preview/stock-footage-california-united-states-guanaco-handheld.mp4,PT00H00M10S,140251_140300,"California united states
guanaco handheld"
30877585,https://ak.picdn.net/shutterstock/videos/30877585/preview/stock-footage-autumn-beautiful-leaves-of-the-juwang-mountain-valley.mp4,PT00H00M15S,013751_013800,"Autumn, beautiful leaves of the juwang mountain valley.	
"
4212367,https://ak.picdn.net/shutterstock/videos/4212367/preview/stock-footage-close-up-of-flag-of-england-waving-in-the-wind-shot-in-hd-video-not-computer-generated.mp4,PT00H00M24S,066101_066150,"Close up of flag of england waving in the wind, shot in hd video not computer generated"
1029341855,https://ak.picdn.net/shutterstock/videos/1029341855/preview/stock-footage-amusement-park-ferris-wheel-amid-urban-car-speedway.mp4,PT00H00M18S,075401_075450,Amusement park ferris wheel amid urban car speedway
