videoid,contentUrl,duration,page_dir,name
1013598074,https://ak.picdn.net/shutterstock/videos/1013598074/preview/stock-footage-tainan-taiwan-june-aerial-shot-of-anping-port.mp4,PT00H00M26S,071501_071550,"Tainan, taiwan - june 26, 2018: aerial shot of anping port"
2970643,https://ak.picdn.net/shutterstock/videos/2970643/preview/stock-footage-shanghai-skyline-china-oriental-pearl-tower-skyscrapers-blurred-logo.mp4,PT00H00M32S,183451_183500,"Shanghai skyline, china, oriental pearl tower, skyscrapers, blurred logo"
1024020554,https://ak.picdn.net/shutterstock/videos/1024020554/preview/stock-footage-key-keyboard-book-facebook-line-icon-motion-graphic-animation.mp4,PT00H00M06S,141551_141600,"Key, keyboard, book, facebook line icon motion graphic animation"
1017962452,https://ak.picdn.net/shutterstock/videos/1017962452/preview/stock-footage-concept-of-emotions-gestures-a-man-with-a-package-on-his-head-with-a-painted-emoticon-devil.mp4,PT00H00M10S,133051_133100,"Concept of emotions, gestures. a man with a package on his head, with a painted emoticon devil, crafty, gloating. plays with the child drawn on the box. child's deception, naivety"
1057819249,https://ak.picdn.net/shutterstock/videos/1057819249/preview/stock-footage-abstract-geometric-in-circle-pattern-motion-illustration.mp4,PT00H00M05S,073001_073050,Abstract geometric in circle pattern motion illustration
1050174505,https://ak.picdn.net/shutterstock/videos/1050174505/preview/stock-footage-metal-surfaces-that-reflect-light.mp4,PT00H00M15S,062151_062200,Metal surfaces that reflect light
1039320188,https://ak.picdn.net/shutterstock/videos/1039320188/preview/stock-footage-careful-father-shows-wet-sand-to-funny-little-son-resting-in-sea-shallow-water-at-old-rock-on.mp4,PT00H00M30S,112001_112050,Careful father shows wet sand to funny little son resting in sea shallow water at old rock on summer day slow motion. concept fatherhood vacation
20259028,https://ak.picdn.net/shutterstock/videos/20259028/preview/stock-footage-hagerstown-maryland-sister-trying-to-get-mothers-attention-holding-baby-on-cold-winter-day.mp4,PT00H00M08S,143251_143300,"Hagerstown, maryland 1962: sister trying to get mothers attention holding baby on cold winter day"
12892364,https://ak.picdn.net/shutterstock/videos/12892364/preview/stock-footage-group-of-multiethnic-office-workers-around-colleague-using-computer.mp4,PT00H00M13S,014101_014150,Group of multiethnic office workers around colleague using computer
1965226,https://ak.picdn.net/shutterstock/videos/1965226/preview/stock-footage-infant-boy-s-crib-mobile.mp4,PT00H00M10S,059651_059700,Infant boy's crib mobile
