videoid,contentUrl,duration,page_dir,name
19029544,https://ak.picdn.net/shutterstock/videos/19029544/preview/stock-footage-aerial-shooting-aircraft-flying-in-the-clouds-travel-and-tourism-flights.mp4,PT00H00M19S,120401_120450,"Aerial shooting, aircraft flying in the clouds. travel and tourism, flights"
1029194762,https://ak.picdn.net/shutterstock/videos/1029194762/preview/stock-footage-aerial-shot-of-a-little-boy-running-on-a-suspention-bridge-over-the-jungles-travel-to-south-east.mp4,PT00H00M09S,004351_004400,Aerial shot of a little boy running on a suspention bridge over the jungles. travel to south east asia concept
1007649088,https://ak.picdn.net/shutterstock/videos/1007649088/preview/stock-footage-aerial-views-of-neighborhood-houses-in-the-suburbs-of-yonkers-new-york.mp4,PT00H00M26S,019701_019750,"Aerial views of neighborhood houses in the suburbs of yonkers, new york.  "
1008749849,https://ak.picdn.net/shutterstock/videos/1008749849/preview/stock-footage-man-getting-bloody-hurt-with-razor-while-shaving-in-bathroom-close-up.mp4,PT00H00M16S,178801_178850,"Man getting bloody hurt with razor while shaving in bathroom, close up"
28693729,https://ak.picdn.net/shutterstock/videos/28693729/preview/stock-footage-giant-panda-in-the-forest-of-reeds-china.mp4,PT00H00M10S,188801_188850,Giant panda in the forest of reeds. china
1012353734,https://ak.picdn.net/shutterstock/videos/1012353734/preview/stock-footage-giant-trees-in-the-henry-cowell-state-park-california-usa.mp4,PT00H00M15S,109751_109800,"Giant trees in the henry cowell state park, california, usa"
1016713603,https://ak.picdn.net/shutterstock/videos/1016713603/preview/stock-footage-sunset-view-from-sea-gypsy-water-village-of-bajau-laut-in-tetagan-bodgaya-island-semporna-sabah.mp4,PT00H00M11S,112301_112350,"Sunset view from sea gypsy water village of bajau laut in tetagan, bodgaya island, semporna, sabah, borneo island. malaysia."
23525962,https://ak.picdn.net/shutterstock/videos/23525962/preview/stock-footage-france-paris-fountain-in-trocadero-with-eiffel-tower.mp4,PT00H00M08S,014051_014100,"France, paris: fountain in trocadero with eiffel tower"
6797608,https://ak.picdn.net/shutterstock/videos/6797608/preview/stock-footage-leopard-eating-in-african-bush.mp4,PT00H00M24S,040951_041000,Leopard eating in african  bush 
32269213,https://ak.picdn.net/shutterstock/videos/32269213/preview/stock-footage-dark-red-geometric-squares-tech-motion-background-seamless-loop-video-animation-ultra-hd-k.mp4,PT00H00M15S,092701_092750,Dark red geometric squares tech motion background. seamless loop. video animation ultra hd 4k 3840x2160
1018752325,https://ak.picdn.net/shutterstock/videos/1018752325/preview/stock-footage-aerial-top-view-of-sand-beach-with-small-waves-and-walking-people.mp4,PT00H00M15S,028951_029000,Aerial top view of sand beach with small waves and walking people.
1063808254,https://ak.picdn.net/shutterstock/videos/1063808254/preview/stock-footage-pink-tunnel-fleshy-cavernous-colon-flow.mp4,PT00H00M12S,065101_065150,Pink tunnel fleshy cavernous colon flow
1036482290,https://ak.picdn.net/shutterstock/videos/1036482290/preview/stock-footage-closeup-portrait-of-young-attractive-caucasian-female-doctor-having-video-call-on-laptop-talking.mp4,PT00H00M39S,022351_022400,Closeup portrait of young attractive caucasian female doctor having video call on laptop talking cheerfully indoors in office
1211497,https://ak.picdn.net/shutterstock/videos/1211497/preview/stock-footage-rock-formation-in-joshua-tree-national-park-california-usa.mp4,PT00H00M10S,029051_029100,"Rock formation in joshua tree national park, california, usa"
32030182,https://ak.picdn.net/shutterstock/videos/32030182/preview/stock-footage-mystical-beautiful-woman-in-a-black-dress-divination-on-cards-by-candlelight.mp4,PT00H00M20S,004351_004400,"Mystical beautiful woman in a black dress, divination on cards by candlelight"
1058596522,https://ak.picdn.net/shutterstock/videos/1058596522/preview/stock-footage-blue-water-splash-at-fps-isolated-on-black-background-white-water-super-slow-motion.mp4,PT00H00M03S,013601_013650,Blue water splash at 1000fps isolated on black background. white water super slow motion .
1015596988,https://ak.picdn.net/shutterstock/videos/1015596988/preview/stock-footage-alba-iulia-romania-april-concrete-pyramid-in-alba-iulia-romania.mp4,PT00H00M11S,184251_184300,"Alba iulia, romania - april, 2016: concrete pyramid in alba iulia, romania"
1054022576,https://ak.picdn.net/shutterstock/videos/1054022576/preview/stock-footage-two-young-muslim-women-in-casual-clothes-and-colorful-hijabs-they-smiling-enjoying-coffee-and.mp4,PT00H00M17S,191501_191550,"Two young muslim women in casual clothes and colorful hijabs. they smiling, enjoying coffee and talking. sitting on wooden bench in park. сlose up"
1006780738,https://ak.picdn.net/shutterstock/videos/1006780738/preview/stock-footage-cat-is-typing-text-on-a-laptop-scottish-fold-cat-close-up.mp4,PT00H00M21S,066901_066950,Cat is typing text on a laptop. scottish fold cat. close-up.
30398008,https://ak.picdn.net/shutterstock/videos/30398008/preview/stock-footage-worker-cleaning-and-filleting-fresh-sea-cod-fish-in-a-family-factory-dorsal-cut-and-separation.mp4,PT00H01M00S,069751_069800,"Worker cleaning and filleting fresh sea cod fish in a family factory. dorsal cut and separation fillets from fish bones, removing guts. "
18038119,https://ak.picdn.net/shutterstock/videos/18038119/preview/stock-footage-woman-applying-moisturizer-cream-on-legs-white-close-up.mp4,PT00H00M24S,113151_113200,Woman applying moisturizer cream on legs. white. close up
14807482,https://ak.picdn.net/shutterstock/videos/14807482/preview/stock-footage-close-up-of-a-rugby-player-kicking-a-rugby-ball-and-scoring.mp4,PT00H00M10S,025151_025200,Close up of a rugby player kicking a rugby ball and scoring
34819444,https://ak.picdn.net/shutterstock/videos/34819444/preview/stock-footage-jerusalem-israel-may-painter-dip-roller-in-tray-of-black-paint.mp4,PT00H00M17S,195151_195200,"Jerusalem, israel - may 11, 2017: painter dip roller in tray of black paint"
22682677,https://ak.picdn.net/shutterstock/videos/22682677/preview/stock-footage-kyiv-ukraine-may-big-professional-tv-studio.mp4,PT00H00M12S,137701_137750,"Kyiv, ukraine – may 9, 2016. big professional tv studio"
1013271035,https://ak.picdn.net/shutterstock/videos/1013271035/preview/stock-footage-paris-france-circa-elegant-woman-in-poncho-with-modern-ikea-furniture-store-with-woman.mp4,PT00H00M10S,175751_175800,"Paris, france - circa 2018: elegant woman in poncho with modern ikea furniture store with woman customer browsing through diverse furniture, decoration warehouse goods"
1028478458,https://ak.picdn.net/shutterstock/videos/1028478458/preview/stock-footage-tennessee-flag-seamless-looping-waving-animation.mp4,PT00H00M08S,092501_092550,Tennessee flag seamless looping waving animation
1028705192,https://ak.picdn.net/shutterstock/videos/1028705192/preview/stock-footage-vancouver-canada-april-people-are-enjoying-a-morning-walk-down-the-seawall-at-coal.mp4,PT00H00M17S,075551_075600,"Vancouver, canada - april 30, 2019 people are enjoying a morning walk down the seawall at coal harbour with the marina in the background. "
1043732281,https://ak.picdn.net/shutterstock/videos/1043732281/preview/stock-footage-the-wild-turkey-meleagris-gallopavo-galliformes-is-an-upland-ground-bird-native-to-north-america.mp4,PT00H00M19S,002501_002550,"The wild turkey (meleagris gallopavo (galliformes) is an upland ground bird native to north america. birds walk freely in the park. new mexico, usa"
1022235304,https://ak.picdn.net/shutterstock/videos/1022235304/preview/stock-footage-moving-mug-with-champagne.mp4,PT00H00M09S,114601_114650,Moving mug with champagne
1034820221,https://ak.picdn.net/shutterstock/videos/1034820221/preview/stock-footage-an-athlete-woman-training-in-the-gym-exercising-on-the-butterfly-training-apparatus.mp4,PT00H00M11S,026151_026200,An athlete woman training in the gym - exercising on the butterfly training apparatus
1027245515,https://ak.picdn.net/shutterstock/videos/1027245515/preview/stock-footage-female-hands-running-on-clothing-hangers-rail-rack-and-looking-for-dress-at-clothes-store.mp4,PT00H00M19S,103351_103400,Female hands running on clothing hangers rail rack and looking for dress at clothes store.
1018537771,https://ak.picdn.net/shutterstock/videos/1018537771/preview/stock-footage-a-man-like-jesus-christ-is-digging-a-hole-in-the-dungeon-a-man-is-searching-for-a-precious.mp4,PT00H00M07S,089401_089450,"A man like jesus christ is digging a hole in the dungeon, a man is searching for a precious treasure, a man in a white robe is digging the earth with a stick and finds gold, jesus hides the holy grail"
1046035411,https://ak.picdn.net/shutterstock/videos/1046035411/preview/stock-footage-portrait-of-a-professional-worker-in-overalls-and-protective-glasses-on-his-head-a-man-stands-at.mp4,PT00H00M08S,189801_189850,Portrait of a professional worker in overalls and protective glasses on his head. a man stands at the factory and looks at the camera. the construction and manufacturing sectors.
1045082821,https://ak.picdn.net/shutterstock/videos/1045082821/preview/stock-footage-loop-features-animated-technology-based-shapes-connected-white-lines-and-blurry-dots-on-a-blue.mp4,PT00H00M30S,075401_075450,"Loop features animated technology based shapes, connected white lines and blurry dots on a blue background."
18912650,https://ak.picdn.net/shutterstock/videos/18912650/preview/stock-footage-pasture-land-in-the-plateau-of-castelluccio-of-norcia-umbria-italy.mp4,PT00H00M13S,017501_017550,"Pasture land in the plateau of castelluccio of norcia, umbria, italy."
1027992545,https://ak.picdn.net/shutterstock/videos/1027992545/preview/stock-footage-guy-with-the-beard-is-in-the-pool-with-bubbles-in-the-spa-and-resting.mp4,PT00H00M51S,006801_006850,Guy with the beard is in the pool with bubbles in the spa and resting
23182732,https://ak.picdn.net/shutterstock/videos/23182732/preview/stock-footage-the-girl-is-dancing-a-slow-dance-with-a-large-soft-dummy-slow-motion-in-the-club.mp4,PT00H00M13S,116501_116550,"The girl is dancing a slow dance with a large, soft dummy. slow motion. in the club."
1027280378,https://ak.picdn.net/shutterstock/videos/1027280378/preview/stock-footage-toronto-ontario-canada-june-people-on-bikes-cars-and-transit-traffic-in-toronto.mp4,PT00H00M26S,056401_056450,"Toronto, ontario, canada june 2018 people on bikes cars and transit traffic in toronto"
31111357,https://ak.picdn.net/shutterstock/videos/31111357/preview/stock-footage-progress-bar-loading-with-the-text-changing-life.mp4,PT00H00M12S,003251_003300,Progress bar loading with the text: changing life. 
1059325820,https://ak.picdn.net/shutterstock/videos/1059325820/preview/stock-footage-arctic-ground-squirrels-feeding-on-fish-alaska-usa.mp4,PT00H00M15S,185151_185200,"Arctic ground squirrels feeding on fish, alaska, usa"
1008642130,https://ak.picdn.net/shutterstock/videos/1008642130/preview/stock-footage-woman-relaxing-and-walking-on-the-ocean-beach-under-blue-sky-in-sunny-day-seascape-view-with-palms.mp4,PT00H00M15S,087401_087450,Woman relaxing and walking on the ocean beach under blue sky in sunny day. seascape view with palms.
1041207565,https://ak.picdn.net/shutterstock/videos/1041207565/preview/stock-footage-ice-skating-shoes-animated-travel-adventure-icon-line-drawing-animation-transparent-vector-motion.mp4,PT00H00M10S,088851_088900,Ice skating shoes animated travel adventure icon line drawing animation transparent vector motion graphics loop
