videoid,contentUrl,duration,page_dir,name
1030959032,https://ak.picdn.net/shutterstock/videos/1030959032/preview/stock-footage-blue-ice-snow-particles-background.mp4,PT00H00M42S,011601_011650,Blue ice snow particles background
9073406,https://ak.picdn.net/shutterstock/videos/9073406/preview/stock-footage-new-born-lambs-on-a-farm-in-shropshire.mp4,PT00H00M21S,187801_187850,New born lambs on a farm in shropshire
1059300845,https://ak.picdn.net/shutterstock/videos/1059300845/preview/stock-footage--k-footage-free-parrot-on-dry-tree-in-the-zoo-of-thailand-colorful-bird-called-sunconure-with.mp4,PT00H00M10S,114101_114150,"4k footage ; free parrot on dry tree in the zoo of thailand, colorful bird called 'sunconure' with natural bokeh background."
1014418454,https://ak.picdn.net/shutterstock/videos/1014418454/preview/stock-footage-rocks-at-the-moraines-or-stone-river-natural-phenomenon-in-vitosha-mountains-bulgaria.mp4,PT00H00M26S,107901_107950,"Rocks at the moraines or stone river. natural phenomenon in vitosha mountains, bulgaria."
5699288,https://ak.picdn.net/shutterstock/videos/5699288/preview/stock-footage-attractive-businessman-leaving-the-office-throws-his-jacket-over-his-shoulder-as-he-walks-out.mp4,PT00H00M14S,173551_173600,Attractive businessman leaving the office throws his jacket over his shoulder as he walks out.
1062785926,https://ak.picdn.net/shutterstock/videos/1062785926/preview/stock-footage-cameroon-row-of-national-flags-walk-throw-animation.mp4,PT00H00M07S,021151_021200,Cameroon row of national flags walk throw animation
10998521,https://ak.picdn.net/shutterstock/videos/10998521/preview/stock-footage-vatican-city-italy-sept-rome-italy-vatican-swiss-guard-at-st-peters-cathedral-door-papal.mp4,PT00H00M21S,021801_021850,"Vatican city, italy - sept 2014: rome italy vatican swiss guard at st peters cathedral door.  papal swiss guard was founded 1506. modern military unit responsible for safety of pope apostolic palace.
"
1018730569,https://ak.picdn.net/shutterstock/videos/1018730569/preview/stock-footage-a-low-angle-shot-of-a-joyful-dog-jumping-into-and-playing-in-a-lake.mp4,PT00H00M05S,025001_025050,"A low angle shot of a joyful dog jumping into and playing in a lake,"
24066529,https://ak.picdn.net/shutterstock/videos/24066529/preview/stock-footage-animation-of-rotating-targets-on-themselves.mp4,PT00H00M10S,027251_027300,Animation of rotating targets on themselves
31274074,https://ak.picdn.net/shutterstock/videos/31274074/preview/stock-footage-happy-family-enjoying-vacation-senior-couple-sitting-on-bench-in-park-blowing-air-soap-bubbles.mp4,PT00H00M06S,090051_090100,Happy family enjoying vacation. senior couple sitting on bench in park blowing air soap bubbles. beautiful pink flowers on background
12930026,https://ak.picdn.net/shutterstock/videos/12930026/preview/stock-footage-moscow-russia-november-the-most-beautiful-girls-of-russia-during-awards-ceremony-of.mp4,PT00H00M07S,032851_032900,"Moscow, russia - november 18, 2015: the most beautiful girls of russia during awards ceremony of the national pageant  ""krasa rossii"" (the beauty of russia). 
"
20180236,https://ak.picdn.net/shutterstock/videos/20180236/preview/stock-footage-telecom-pole-telecom-tower-time-lapse-with-blue-sky-and-cloud-background.mp4,PT00H00M11S,149401_149450,"Telecom pole, telecom tower time lapse with blue sky and cloud background "
15111823,https://ak.picdn.net/shutterstock/videos/15111823/preview/stock-footage-close-up-picture-of-a-woman-smiles-and-makes-funny-faces.mp4,PT00H00M09S,070201_070250,Close-up picture of a woman smiles and makes funny faces.
1011962951,https://ak.picdn.net/shutterstock/videos/1011962951/preview/stock-footage-aerial-view-of-cattle-a-group-of-cows-calmly-walking-and-chewing-grass-on-a-bright-green-meadow-in.mp4,PT00H00M29S,011601_011650,"Aerial view of cattle, a group of cows calmly walking and chewing grass on a bright green meadow in a village near a lake. walking cows on a farm in the summer sun. 4k"
33422968,https://ak.picdn.net/shutterstock/videos/33422968/preview/stock-footage-pink-bauhinia-tree.mp4,PT00H00M19S,121051_121100,Pink bauhinia tree
1012673786,https://ak.picdn.net/shutterstock/videos/1012673786/preview/stock-footage-dance-of-color-lines-on-the-screen.mp4,PT00H00M31S,130951_131000,Dance of color lines on the screen
1011376700,https://ak.picdn.net/shutterstock/videos/1011376700/preview/stock-footage--k-little-planet-landscape-timelapse-of-beautiful-sunrise-sky-over-lake.mp4,PT00H00M20S,033451_033500,4k little planet. landscape timelapse of beautiful sunrise sky over lake
1042433236,https://ak.picdn.net/shutterstock/videos/1042433236/preview/stock-footage-cheerful-young-woman-doing-video-chat-on-laptop.mp4,PT00H00M14S,065201_065250,Cheerful young woman doing video chat on laptop
1030871306,https://ak.picdn.net/shutterstock/videos/1030871306/preview/stock-footage-view-of-the-winter-tundra-and-the-future-truck-from-a-bird-s-eye-view.mp4,PT00H00M29S,127901_127950,View of the winter tundra and the future truck from a bird's eye view.
29620549,https://ak.picdn.net/shutterstock/videos/29620549/preview/stock-footage-portrait-of-happy-man-in-the-glasses-looking-to-the-camera-and-smiling-in-the-city-outdoor-shot.mp4,PT00H00M16S,010551_010600,Portrait of happy man in the glasses looking to the camera and smiling in the city. outdoor shot.
1013133488,https://ak.picdn.net/shutterstock/videos/1013133488/preview/stock-footage-hornet-attracting-beer-scents-to-a-glass-of-beer-standing-on-an-old-chair-during-a-hot-summer.mp4,PT00H00M15S,198501_198550,Hornet attracting beer scents to a glass of beer standing on an old chair during a hot summer afternoon
30466195,https://ak.picdn.net/shutterstock/videos/30466195/preview/stock-footage-joyful-boy-splashing-in-the-warm-water-of-the-aquapark-pool-slow-motion.mp4,PT00H00M36S,114751_114800,"Joyful boy splashing in the warm water of the aquapark pool, slow motion"
1036283663,https://ak.picdn.net/shutterstock/videos/1036283663/preview/stock-footage-mother-with-her-little-sick-son-in-bedroom.mp4,PT00H00M09S,062951_063000,Mother with her little sick son in bedroom
24276926,https://ak.picdn.net/shutterstock/videos/24276926/preview/stock-footage-old-lady-crocheting-a-wool-sweater-in-the-dark.mp4,PT00H00M38S,149751_149800,Old lady crocheting a wool sweater in the dark
1251847,https://ak.picdn.net/shutterstock/videos/1251847/preview/stock-footage-corn-field-against-sky.mp4,PT00H00M20S,184701_184750,Corn field against sky
1061514538,https://ak.picdn.net/shutterstock/videos/1061514538/preview/stock-footage-animation-of-digital-interface-with-network-of-connections-over-colleagues-using-electronic-devices.mp4,PT00H00M11S,141651_141700,Animation of digital interface with network of connections over colleagues using electronic devices. global computer network technology concept digitally generated image.
1009275476,https://ak.picdn.net/shutterstock/videos/1009275476/preview/stock-footage-a-year-old-boy-with-hearing-impairment-trains-in-the-gym-the-guy-in-the-hearing-aids-is-in-the.mp4,PT00H00M09S,110701_110750,A 15-year-old boy with hearing impairment trains in the gym. the guy in the hearing aids is in the gym.
7831075,https://ak.picdn.net/shutterstock/videos/7831075/preview/stock-footage-countdown-happy-new-year.mp4,PT00H00M15S,052751_052800,Countdown happy new year 2015
19275625,https://ak.picdn.net/shutterstock/videos/19275625/preview/stock-footage-two-tractors-plow-the-land.mp4,PT00H00M11S,045951_046000,Two tractors plow the land
2782081,https://ak.picdn.net/shutterstock/videos/2782081/preview/stock-footage-chamomile-flowers.mp4,PT00H00M30S,022451_022500,Chamomile flowers
1008221107,https://ak.picdn.net/shutterstock/videos/1008221107/preview/stock-footage-snow-blows-over-rooftop-during-blizzard.mp4,PT00H00M16S,175151_175200,Snow blows over rooftop during blizzard
2502077,https://ak.picdn.net/shutterstock/videos/2502077/preview/stock-footage--november-view-from-the-top-of-the-rock-of-gibraltar-a-british-colony-at-the-entrance-to-the.mp4,PT00H00M11S,139051_139100,2010-november view from the top of the rock of gibraltar a british colony at the entrance to the mediterranean sea
2919124,https://ak.picdn.net/shutterstock/videos/2919124/preview/stock-footage-hazard-lights-on-a-car-car.mp4,PT00H00M19S,063701_063750,Hazard lights on a car / car
11044169,https://ak.picdn.net/shutterstock/videos/11044169/preview/stock-footage-water-surface-loop-k.mp4,PT00H00M15S,047951_048000,"Water surface, loop 4k"
1013207873,https://ak.picdn.net/shutterstock/videos/1013207873/preview/stock-footage-male-builders-using-electric-drill-assembling-metal-drywall-profiles-on-construction-site-indoors.mp4,PT00H00M07S,109951_110000,"Male builders using electric drill assembling metal drywall profiles on construction site indoors. industry, building, safety, teamwork concept"
1043385646,https://ak.picdn.net/shutterstock/videos/1043385646/preview/stock-footage-firefighters-detect-corrosive-toxic-radioactive-hazardous-material-ammonia-liquid-leak-in-car.mp4,PT00H00M16S,084301_084350,"Firefighters detect corrosive toxic radioactive hazardous material ammonia liquid leak in car accident dressing protective suites during drill, harod, israel, december 11, 2019"
1917409,https://ak.picdn.net/shutterstock/videos/1917409/preview/stock-footage-school-bus.mp4,PT00H00M05S,053351_053400,School bus
22804330,https://ak.picdn.net/shutterstock/videos/22804330/preview/stock-footage-happy-businessman-make-enthusiastic-gestures-reading-newspaper-financial-win-ultra-high.mp4,PT00H00M22S,114401_114450,"Happy businessman make enthusiastic gestures reading newspaper financial win. ( ultra high definition, ultrahd, ultra hd, uhd, 4k, 3840 x 2160 )"
33568582,https://ak.picdn.net/shutterstock/videos/33568582/preview/stock-footage-walk-on-the-wooden-ladder-to-turquoise-water-among-water-bungalows-in-day-time.mp4,PT00H00M06S,034851_034900,Walk on the wooden ladder to turquoise water among water bungalows in day time.
33833056,https://ak.picdn.net/shutterstock/videos/33833056/preview/stock-footage-art-school-teacher-child-pupil-education-concept-training-of-little-artist-lifestyle-of-creative.mp4,PT00H00M14S,024901_024950,Art school teacher child pupil education concept. training of little artist. lifestyle of creative people.
32236663,https://ak.picdn.net/shutterstock/videos/32236663/preview/stock-footage-happy-asian-brother-carrying-cute-little-sister-on-back-running-in-park-slow-motion.mp4,PT00H00M16S,057651_057700,"Happy asian brother carrying cute little sister on back running in park ,slow motion."
1025607155,https://ak.picdn.net/shutterstock/videos/1025607155/preview/stock-footage-drone-view-in-thailand-sea-travel-and-diving.mp4,PT00H00M05S,095201_095250,Drone view in thailand sea travel and diving 
1027391054,https://ak.picdn.net/shutterstock/videos/1027391054/preview/stock-footage-pretty-baby-girl-drinks-milk-from-bottle-lying-on-bed-child-weared-diaper-in-nursery-room.mp4,PT00H00M15S,195351_195400,Pretty baby girl drinks milk from bottle lying on bed. child weared diaper in nursery room.
1022084485,https://ak.picdn.net/shutterstock/videos/1022084485/preview/stock-footage-burning-candle-isolated-black-background.mp4,PT00H00M13S,022501_022550,Burning candle / isolated black background
1028462627,https://ak.picdn.net/shutterstock/videos/1028462627/preview/stock-footage-cabbage-broccoli-in-a-pan-with-oil-and-spices-preparation-of-fresh-green-cabbage.mp4,PT00H00M17S,101351_101400,Cabbage broccoli in a pan with oil and spices. preparation of fresh green cabbage.
1037586863,https://ak.picdn.net/shutterstock/videos/1037586863/preview/stock-footage-side-view-of-a-young-caucasian-woman-running-on-a-treadmill-she-is-wearing-sportswear.mp4,PT00H00M17S,126601_126650,Side view of a young caucasian woman running on a treadmill. she is wearing sportswear
25453214,https://ak.picdn.net/shutterstock/videos/25453214/preview/stock-footage-twins-brothers-practice-tai-chi-in-the-training-hall.mp4,PT00H00M22S,110851_110900,Twins brothers practice tai chi in the training hall
21119272,https://ak.picdn.net/shutterstock/videos/21119272/preview/stock-footage-a-big-stone-on-the-background-of-small-lakes-in-mountain-tundra-rainy-autumn-day.mp4,PT00H00M15S,141951_142000,A big stone on the background of small lakes in mountain tundra rainy autumn day.
1008621799,https://ak.picdn.net/shutterstock/videos/1008621799/preview/stock-footage-surface-of-light-soft-fluffy-fabric-closeup-x-fullhd-video.mp4,PT00H00M08S,066751_066800,Surface of light soft fluffy fabric closeup.1920x1080 fullhd video
1029361220,https://ak.picdn.net/shutterstock/videos/1029361220/preview/stock-footage-people-enjoying-the-view-of-a-beautiful-northern-canadian-landscape-with-a-dog-sledding-adventure.mp4,PT00H00M11S,090151_090200,People enjoying the view of a beautiful northern canadian landscape with a dog sledding adventure.
