videoid,contentUrl,duration,page_dir,name
12012359,https://ak.picdn.net/shutterstock/videos/12012359/preview/stock-footage-young-man-standing-on-terrace-slow-motion-fps.mp4,PT00H00M29S,037951_038000,"Young man standing on terrace, slow motion 240fps
"
1010218658,https://ak.picdn.net/shutterstock/videos/1010218658/preview/stock-footage-sorrento-valley-los-penasquitos-canyon.mp4,PT00H00M12S,065201_065250,Sorrento valley los penasquitos canyon
3142807,https://ak.picdn.net/shutterstock/videos/3142807/preview/stock-footage-green-and-blue-drops-drip-and-slide-isolated-on-white-background.mp4,PT00H00M17S,058651_058700,Green and blue drops drip and slide isolated on white background
1015454275,https://ak.picdn.net/shutterstock/videos/1015454275/preview/stock-footage-legs-of-a-swimmer-under-blue-water-in-sea.mp4,PT00H00M06S,192251_192300,Legs of a swimmer under blue water in sea
1044080974,https://ak.picdn.net/shutterstock/videos/1044080974/preview/stock-footage-engine-and-other-parts-visible-in-car.mp4,PT00H00M30S,143101_143150,Engine and other parts visible in car
1015327441,https://ak.picdn.net/shutterstock/videos/1015327441/preview/stock-footage-group-of-people-in-the-garden-miniatures-k-macro.mp4,PT00H00M20S,193901_193950,Group of people in the garden. miniatures. 4k. macro.
1034790404,https://ak.picdn.net/shutterstock/videos/1034790404/preview/stock-footage-rainy-day-in-the-garden-raindrops-flow-down-from-tree-leaves.mp4,PT00H00M08S,144551_144600,Rainy day in the garden. raindrops flow down from tree leaves
1027455959,https://ak.picdn.net/shutterstock/videos/1027455959/preview/stock-footage-slow-attenuation-of-gas-power-on-the-stove-with-its-subsequent-complete-extinction.mp4,PT00H00M30S,081301_081350,Slow attenuation of gas power on the stove with its subsequent complete extinction
1015435963,https://ak.picdn.net/shutterstock/videos/1015435963/preview/stock-footage-great-duck-and-duckling-on-the-lake.mp4,PT00H00M09S,115351_115400,Great  duck and duckling on the lake
15090259,https://ak.picdn.net/shutterstock/videos/15090259/preview/stock-footage-nose-surgery-operation.mp4,PT00H00M29S,088301_088350,Nose surgery operation
1022562925,https://ak.picdn.net/shutterstock/videos/1022562925/preview/stock-footage-the-morning-of-the-groom-a-handsome-guy-in-a-suit-with-a-bow-tie-slow-motion.mp4,PT00H00M08S,077401_077450,"The morning of the groom, a handsome guy in a suit with a bow tie, slow motion"
4165453,https://ak.picdn.net/shutterstock/videos/4165453/preview/stock-footage-dolly-shot-on-a-riverbank-with-small-falls-find-similar-clips-in-our-portfolio.mp4,PT00H00M30S,029001_029050,Dolly shot on a riverbank with small falls. find similar clips in our portfolio.
1009137590,https://ak.picdn.net/shutterstock/videos/1009137590/preview/stock-footage-medlow-poland-march-happy-big-family-with-kids-make-selfie-photo-with-smartphone-at.mp4,PT00H00M11S,027351_027400,"Medlow, poland - march 17, 2018: happy big family with kids make selfie photo with smartphone at home living room"
